12746,12746,12746,12747,12747,12747,12748,12748,12747,12747,12747,12747,12748,12747,12747,12747,12746,12747,12747,12746,12747,12748,12747,12746,12747,12746,12747,12747,12746,12747,12746,12746,12746,12746
13218,13218,13218,13219,13219,13219,13219,13218,13218,13218,13218,13218,13218,13219,13221,13220,13219,13220,13220,13218,13218,13219,13218,13219,13219,13219,13219,13218,13219,13219,13219,13219,13219,13220
13646,13646,13646,13646,13646,13646,13646,13646,13646,13646,13646,13646,13646,13647,13646,13646,13646,13646,13646,13646,13646,13646,13646,13646,13646,13646,13646,13646,13646,13646,13646,13646,13646,13646
13474,13477,13476,13474,13474,13474,13474,13474,13474,13474,13474,13474,13474,13474,13474,13474,13474,13474,13474,13476,13475,13475,13474,13474,13474,13474,13474,13474,13474,13474,13474,13474,13474,13473
12217,12217,12217,12217,12217,12217,12217,12217,12217,12217,12217,12217,12217,12218,12217,12217,12217,12219,12218,12218,12218,12218,12217,12218,12217,12217,12218,12217,12218,12217,12217,12218,12217,12217
12798,12798,12798,12798,12798,12798,12798,12798,12798,12798,12798,12798,12799,12798,12798,12798,12798,12798,12798,12798,12798,12798,12798,12798,12798,12798,12798,12798,12798,12798,12798,12798,12798,12798
13173,13178,13175,13173,13173,13173,13173,13173,13173,13173,13173,13173,13173,13173,13173,13173,13173,13173,13173,13173,13173,13173,13173,13173,13173,13173,13173,13173,13176,13176,13174,13173,13173,13173
13345,13345,13346,13345,13345,13345,13345,13345,13345,13347,13345,13346,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13347,13346,13345,13345,13344,13344,13344,13344,13344
12837,12837,12837,12837,12837,12837,12837,12837,12837,12837,12837,12837,12837,12837,12837,12837,12837,12837,12837,12837,12837,12837,12837,12837,12837,12837,12837,12837,12837,12837,12837,12837,12837,12837
12149,12149,12149,12150,12149,12149,12151,12150,12149,12149,12149,12149,12149,12149,12149,12149,12149,12149,12149,12149,12149,12149,12149,12149,12149,12149,12150,12150,12150,12149,12152,12151,12149,12149
13770,13770,13770,13770,13770,13770,13770,13770,13770,13770,13770,13770,13770,13770,13770,13770,13770,13770,13770,13770,13770,13770,13770,13770,13770,13770,13770,13770,13770,13770,13770,13770,13770,13770
13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010
13511,13511,13511,13511,13511,13511,13511,13511,13511,13511,13511,13511,13511,13511,13511,13511,13511,13511,13511,13511,13511,13511,13511,13511,13511,13511,13511,13511,13511,13511,13511,13511,13511,13511
12690,12690,12690,12690,12690,12690,12690,12690,12692,12690,12691,12690,12690,12690,12690,12690,12690,12690,12690,12690,12690,12690,12690,12690,12690,12690,12690,12690,12690,12690,12690,12690,12691,12690
12098,12098,12098,12098,12097,12097,12097,12098,12097,12098,12098,12099,12099,12098,12098,12098,12098,12098,12098,12097,12097,12097,12097,12097,12098,12098,12098,12097,12098,12098,12097,12097,12098,12098
12766,12765,12765,12765,12765,12768,12768,12767,12767,12767,12766,12767,12766,12766,12766,12766,12767,12767,12767,12767,12766,12767,12766,12766,12766,12765,12766,12766,12767,12767,12767,12767,12767,12767
12722,12722,12722,12722,12722,12722,12722,12723,12723,12724,12723,12723,12723,12723,12722,12723,12723,12722,12723,12722,12723,12722,12722,12723,12722,12722,12722,12722,12722,12722,12722,12722,12722,12722
13538,13540,13539,13539,13538,13538,13538,13538,13538,13538,13538,13538,13538,13538,13538,13538,13539,13540,13539,13538,13540,13539,13539,13538,13538,13539,13538,13538,13538,13539,13539,13538,13539,13540
10537,10537,10537,10537,10537,10537,10537,10537,10537,10537,10537,10537,10537,10537,10539,10538,10537,10537,10537,10537,10537,10537,10537,10537,10537,10537,10537,10537,10539,10538,10537,10537,10537,10537
12279,12279,12279,12280,12279,12279,12280,12280,12282,12280,12279,12279,12280,12279,12280,12279,12279,12280,12281,12280,12279,12280,12280,12279,12280,12279,12280,12284,12280,12279,12279,12280,12280,12279
13672,13672,13672,13672,13672,13672,13672,13673,13672,13672,13672,13672,13672,13672,13672,13672,13672,13672,13672,13672,13672,13672,13672,13672,13672,13672,13672,13672,13672,13672,13672,13672,13672,13672
13654,13654,13654,13654,13654,13654,13654,13655,13656,13654,13654,13654,13654,13654,13654,13654,13654,13654,13654,13654,13654,13654,13654,13654,13654,13654,13654,13654,13654,13654,13654,13654,13654,13654
13743,13743,13742,13743,13742,13743,13743,13743,13743,13742,13742,13742,13742,13744,13742,13743,13743,13743,13743,13743,13743,13742,13742,13744,13744,13743,13744,13743,13743,13743,13743,13742,13744,13742
12003,12003,12003,12003,12002,12003,12005,12004,12004,12004,12003,12003,12002,12002,12003,12003,12004,12003,12003,12002,12002,12003,12004,12004,12004,12004,12003,12003,12004,12003,12003,12003,12003,12003
14176,14176,14176,14176,14176,14176,14176,14176,14176,14176,14176,14176,14176,14176,14176,14176,14176,14176,14176,14176,14176,14176,14176,14176,14176,14176,14176,14176,14176,14176,14176,14176,14176,14176
12729,12729,12729,12729,12728,12728,12728,12729,12728,12729,12728,12728,12728,12728,12728,12728,12728,12728,12728,12728,12728,12728,12728,12728,12730,12732,12729,12729,12729,12729,12728,12728,12729,12728
12812,12812,12812,12812,12812,12812,12812,12812,12812,12812,12812,12812,12812,12812,12812,12812,12812,12812,12812,12812,12812,12812,12812,12812,12812,12812,12812,12812,12812,12812,12812,12812,12812,12812
14328,14328,14328,14328,14328,14328,14328,14328,14328,14328,14328,14328,14328,14328,14328,14328,14328,14328,14328,14328,14328,14328,14328,14328,14328,14328,14328,14328,14328,14328,14328,14328,14328,14328
13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13002,13002,13001,13001,13001,13000,13000,13000,13000,13000,13000
12955,12955,12955,12955,12955,12954,12954,12954,12954,12954,12954,12954,12954,12954,12954,12955,12955,12955,12957,12957,12956,12956,12955,12955,12955,12955,12955,12955,12955,12955,12955,12955,12955,12955
12666,12666,12666,12666,12666,12666,12666,12666,12666,12666,12666,12666,12666,12666,12666,12666,12666,12666,12666,12666,12666,12666,12666,12666,12666,12666,12666,12666,12666,12666,12666,12666,12666,12666
12674,12676,12675,12672,12672,12671,12675,12674,12674,12673,12674,12674,12675,12674,12674,12674,12677,12679,12675,12674,12674,12673,12671,12672,12671,12673,12672,12672,12671,12671,12673,12671,12674,12672
10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715
12763,12763,12763,12763,12763,12763,12763,12763,12763,12763,12763,12763,12763,12763,12763,12763,12763,12763,12763,12763,12763,12763,12763,12763,12763,12763,12763,12763,12763,12763,12763,12762,12762,12762
16289,16289,16289,16289,16289,16289,16290,16289,16289,16288,16288,16288,16288,16288,16289,16289,16289,16289,16288,16290,16289,16289,16289,16288,16288,16288,16288,16288,16288,16288,16288,16288,16294,16291
13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327
13681,13680,13680,13680,13680,13680,13680,13680,13682,13682,13681,13681,13680,13680,13680,13679,13680,13679,13680,13679,13680,13679,13679,13680,13679,13679,13680,13680,13679,13680,13680,13680,13680,13679
